"ST","ASP","GLN","GLT","GLY","PGM","TKT","UNC","Source","UR_num","UR_bool","SampledDate","Number","Label","Year","month","YearMonth"
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-01-16,0,"Human",2007,1,25
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-03-20,0,"Human",2006,3,15
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-01-16,0,"Human",2007,1,25
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-01-16,0,"Human",2007,1,25
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-01-09,0,"Human",2007,1,25
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-01-09,0,"Human",2007,1,25
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-01-09,0,"Human",2007,1,25
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-01-09,0,"Human",2007,1,25
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-03-15,0,"Human",2006,3,15
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-01-09,0,"Human",2007,1,25
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-01-09,0,"Human",2007,1,25
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-01-09,0,"Human",2007,1,25
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-01-09,0,"Human",2007,1,25
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-01-02,0,"Human",2007,1,25
436,7,21,5,62,4,61,44,"Human",NA,NA,2007-01-02,0,"Human",2007,1,25
21,2,1,1,3,2,1,5,"Human",NA,NA,2007-01-02,0,"Human",2007,1,25
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-01-02,0,"Human",2007,1,25
3727,48,7,10,4,183,7,1,"Human",NA,NA,2007-01-02,0,"Human",2007,1,25
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-01-02,0,"Human",2007,1,25
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-01-02,0,"Human",2007,1,25
190,2,1,5,3,2,3,5,"Human",NA,NA,2007-01-02,0,"Human",2007,1,25
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-01-02,0,"Human",2007,1,25
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-12-27,0,"Human",2006,12,24
190,2,1,5,3,2,3,5,"Human",NA,NA,2006-12-27,0,"Human",2006,12,24
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-12-27,0,"Human",2006,12,24
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-12-27,0,"Human",2006,12,24
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-12-27,0,"Human",2006,12,24
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-12-27,0,"Human",2006,12,24
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-12-19,0,"Human",2006,12,24
42,1,2,3,4,5,9,3,"Human",NA,NA,2006-03-15,0,"Human",2006,3,15
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-12-19,0,"Human",2006,12,24
520,2,1,12,88,2,1,5,"Human",NA,NA,2006-12-19,0,"Human",2006,12,24
436,7,21,5,62,4,61,44,"Human",NA,NA,2006-12-19,0,"Human",2006,12,24
354,8,10,2,2,11,12,6,"Human",NA,NA,2006-12-19,0,"Human",2006,12,24
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-12-19,0,"Human",2006,12,24
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-12-19,0,"Human",2006,12,24
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-12-19,0,"Human",2006,12,24
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-12-12,0,"Human",2006,12,24
583,4,7,10,4,42,51,1,"Human",NA,NA,2006-12-12,0,"Human",2006,12,24
2350,2,4,1,2,2,5,5,"Human",NA,NA,2006-12-12,0,"Human",2006,12,24
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-12-12,0,"Human",2006,12,24
53,2,1,21,3,2,1,5,"Human",NA,NA,2006-12-12,0,"Human",2006,12,24
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-12-12,0,"Human",2006,12,24
53,2,1,21,3,2,1,5,"Human",NA,NA,2006-12-12,0,"Human",2006,12,24
3676,1,307,3,4,5,9,3,"Human",NA,NA,2006-12-12,0,"Human",2006,12,24
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-12-12,0,"Human",2006,12,24
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-12-04,0,"Human",2006,12,24
137,4,7,10,4,42,7,1,"Human",NA,NA,2006-12-04,0,"Human",2006,12,24
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-03-10,0,"Human",2006,3,15
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-12-04,0,"Human",2006,12,24
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-12-01,0,"Human",2006,12,24
1581,129,66,30,82,189,47,17,"Human",NA,NA,2006-12-01,0,"Human",2006,12,24
3717,2,1,21,3,62,1,5,"Human",NA,NA,2006-11-28,0,"Human",2006,11,23
52,9,25,2,10,22,3,6,"Human",NA,NA,2006-11-28,0,"Human",2006,11,23
190,2,1,5,3,2,3,5,"Human",NA,NA,2006-11-28,0,"Human",2006,11,23
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-11-28,0,"Human",2006,11,23
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-03-10,0,"Human",2006,3,15
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-11-28,0,"Human",2006,11,23
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-11-28,0,"Human",2006,11,23
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-11-28,0,"Human",2006,11,23
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-11-28,0,"Human",2006,11,23
3728,166,2,1,10,17,3,1,"Human",NA,NA,2006-11-28,0,"Human",2006,11,23
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-11-21,0,"Human",2006,11,23
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-11-21,0,"Human",2006,11,23
354,8,10,2,2,11,12,6,"Human",NA,NA,2006-11-21,0,"Human",2006,11,23
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-11-21,0,"Human",2006,11,23
2345,2,4,5,2,2,5,5,"Human",NA,NA,2006-11-21,0,"Human",2006,11,23
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-11-21,0,"Human",2006,11,23
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-11-21,0,"Human",2006,11,23
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-03-04,0,"Human",2006,3,15
190,2,1,5,3,2,3,5,"Human",NA,NA,2006-11-14,0,"Human",2006,11,23
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-11-14,0,"Human",2006,11,23
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-11-14,0,"Human",2006,11,23
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-11-14,0,"Human",2006,11,23
50,2,1,12,3,2,1,5,"Human",NA,NA,2006-03-04,0,"Human",2006,3,15
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-11-07,0,"Human",2006,11,23
677,10,81,50,99,120,76,52,"Human",NA,NA,2006-11-07,0,"Human",2006,11,23
21,2,1,1,3,2,1,5,"Human",NA,NA,2006-11-07,0,"Human",2006,11,23
3712,1,2,215,4,90,24,8,"Human",NA,NA,2006-10-31,0,"Human",2006,10,22
42,1,2,3,4,5,9,3,"Human",NA,NA,2006-03-04,0,"Human",2006,3,15
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-10-31,0,"Human",2006,10,22
354,8,10,2,2,11,12,6,"Human",NA,NA,2006-10-31,0,"Human",2006,10,22
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-10-31,0,"Human",2006,10,22
190,2,1,5,3,2,3,5,"Human",NA,NA,2006-10-31,0,"Human",2006,10,22
354,8,10,2,2,11,12,6,"Human",NA,NA,2006-10-24,0,"Human",2006,10,22
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-03-04,0,"Human",2006,3,15
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-10-17,0,"Human",2006,10,22
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-10-17,0,"Human",2006,10,22
42,1,2,3,4,5,9,3,"Human",NA,NA,2006-10-17,0,"Human",2006,10,22
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-10-17,0,"Human",2006,10,22
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-03-01,0,"Human",2006,3,15
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-09-26,0,"Human",2006,9,21
38,2,4,2,2,6,1,5,"Human",NA,NA,2006-09-26,0,"Human",2006,9,21
38,2,4,2,2,6,1,5,"Human",NA,NA,2006-09-26,0,"Human",2006,9,21
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-09-19,0,"Human",2006,9,21
21,2,1,1,3,2,1,5,"Human",3,"Urban",2015-01-07,0,"Human",2015,1,121
53,2,1,21,3,2,1,5,"Human",1,"Urban",2014-12-31,0,"Human",2014,12,120
3105,7,276,5,2,135,68,26,"Human",0,"Urban",2015-01-03,0,"Human",2015,1,121
53,2,1,21,3,2,1,5,"Human",0,"Urban",2014-12-23,0,"Human",2014,12,120
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-09-19,0,"Human",2006,9,21
508,1,6,60,24,12,28,1,"Human",0,"Urban",2014-12-11,0,"Human",2014,12,120
61,1,4,2,2,6,3,17,"Human",NA,NA,2014-12-12,0,"Human",2014,12,120
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-09-12,0,"Human",2006,9,21
10040,2,1,12,3,977,1,5,"Human",1,"Urban",2014-12-04,0,"Human",2014,12,120
53,2,1,21,3,2,1,5,"Human",-2,"Rural",2014-11-25,0,"Human",2014,11,119
42,1,2,3,4,5,9,3,"Human",-1,"Rural",2014-11-23,0,"Human",2014,11,119
474,2,4,1,2,2,1,5,"Human",3,"Urban",2014-11-24,0,"Human",2014,11,119
520,2,1,12,88,2,1,5,"Human",-2,"Rural",2014-11-19,0,"Human",2014,11,119
45,4,7,10,4,1,7,1,"Human",1,"Urban",2014-11-19,0,"Human",2014,11,119
474,2,4,1,2,2,1,5,"Human",3,"Urban",2014-11-19,0,"Human",2014,11,119
45,4,7,10,4,1,7,1,"Human",3,"Urban",2014-11-21,0,"Human",2014,11,119
2397,184,39,30,82,113,43,17,"Human",NA,NA,2006-09-12,0,"Human",2006,9,21
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-03-01,0,"Human",2006,3,15
45,4,7,10,4,1,7,1,"Human",-1,"Rural",2014-11-20,0,"Human",2014,11,119
45,4,7,10,4,1,7,1,"Human",0,"Urban",2014-11-08,0,"Human",2014,11,119
4009,33,39,65,79,104,77,17,"Human",3,"Urban",2014-11-07,0,"Human",2014,11,119
508,1,6,60,24,12,28,1,"Human",2,"Urban",2014-11-04,0,"Human",2014,11,119
6964,7,2,2,2,11,12,6,"Human",2,"Urban",2014-11-04,0,"Human",2014,11,119
538,4,7,10,4,42,25,1,"Human",1,"Urban",2014-10-31,0,"Human",2014,10,118
1457,2,165,73,147,220,190,104,"Human",3,"Urban",2014-10-30,0,"Human",2014,10,118
2350,2,4,1,2,2,5,5,"Human",1,"Urban",2014-10-14,0,"Human",2014,10,118
2345,2,4,5,2,2,5,5,"Human",0,"Urban",2014-10-13,0,"Human",2014,10,118
677,10,81,50,99,120,76,52,"Human",2,"Urban",2014-10-13,0,"Human",2014,10,118
38,2,4,2,2,6,1,5,"Human",3,"Urban",2014-10-13,0,"Human",2014,10,118
520,2,1,12,88,2,1,5,"Human",-2,"Rural",2014-10-09,0,"Human",2014,10,118
1517,8,10,149,2,11,12,6,"Human",2,"Urban",2014-10-09,0,"Human",2014,10,118
45,4,7,10,4,1,7,1,"Human",1,"Urban",2014-10-06,0,"Human",2014,10,118
3718,2,4,1,4,1,1,5,"Human",NA,NA,2006-09-12,0,"Human",2006,9,21
51,7,17,2,15,23,3,12,"Human",0,"Urban",2014-10-12,0,"Human",2014,10,118
354,8,10,2,2,11,12,6,"Human",3,"Urban",2014-10-04,0,"Human",2014,10,118
2345,2,4,5,2,2,5,5,"Human",-2,"Rural",2014-10-01,0,"Human",2014,10,118
422,2,1,5,3,2,5,5,"Human",1,"Urban",2014-09-30,0,"Human",2014,9,117
2026,10,1,16,19,10,5,7,"Human",1,"Urban",2014-09-24,0,"Human",2014,9,117
257,9,2,4,62,4,5,6,"Human",0,"Urban",2014-09-25,0,"Human",2014,9,117
3798,239,27,16,19,10,5,7,"Human",-2,"Rural",2014-09-27,0,"Human",2014,9,117
436,7,21,5,62,4,61,44,"Human",NA,NA,2014-09-21,0,"Human",2014,9,117
257,9,2,4,62,4,5,6,"Human",NA,NA,2014-09-19,0,"Human",2014,9,117
61,1,4,2,2,6,3,17,"Human",3,"Urban",2014-09-18,0,"Human",2014,9,117
61,1,4,2,2,6,3,17,"Human",2,"Urban",2014-09-16,0,"Human",2014,9,117
51,7,17,2,15,23,3,12,"Human",3,"Urban",2014-09-17,0,"Human",2014,9,117
508,1,6,60,24,12,28,1,"Human",3,"Urban",2014-09-11,0,"Human",2014,9,117
508,1,6,60,24,12,28,1,"Human",2,"Urban",2014-09-11,0,"Human",2014,9,117
53,2,1,21,3,2,1,5,"Human",3,"Urban",2014-09-04,0,"Human",2014,9,117
10093,7,1,5,2,10,3,6,"Human",3,"Urban",2014-08-26,0,"Human",2014,8,116
1517,8,10,149,2,11,12,6,"Human",3,"Urban",2014-08-24,0,"Human",2014,8,116
1919,9,2,2,10,10,3,5,"Human",3,"Urban",2014-08-27,0,"Human",2014,8,116
10042,2,1,21,3,2,1,489,"Human",-1,"Rural",2014-08-24,0,"Human",2014,8,116
6964,7,2,2,2,11,12,6,"Human",3,"Urban",2014-08-23,0,"Human",2014,8,116
2345,2,4,5,2,2,5,5,"Human",2,"Urban",2014-08-21,0,"Human",2014,8,116
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-09-05,0,"Human",2006,9,21
474,2,4,1,2,2,1,5,"Human",-1,"Rural",2014-08-21,0,"Human",2014,8,116
257,9,2,4,62,4,5,6,"Human",NA,NA,2014-08-19,0,"Human",2014,8,116
508,1,6,60,24,12,28,1,"Human",-1,"Rural",2014-08-19,0,"Human",2014,8,116
42,1,2,3,4,5,9,3,"Human",-2,"Rural",2014-08-19,0,"Human",2014,8,116
2345,2,4,5,2,2,5,5,"Human",1,"Urban",2014-08-19,0,"Human",2014,8,116
42,1,2,3,4,5,9,3,"Human",3,"Urban",2014-08-18,0,"Human",2014,8,116
508,1,6,60,24,12,28,1,"Human",2,"Urban",2014-08-15,0,"Human",2014,8,116
6964,7,2,2,2,11,12,6,"Human",3,"Urban",2014-08-14,0,"Human",2014,8,116
21,2,1,1,3,2,1,5,"Human",NA,NA,2014-08-14,0,"Human",2014,8,116
61,1,4,2,2,6,3,17,"Human",2,"Urban",2014-08-14,0,"Human",2014,8,116
354,8,10,2,2,11,12,6,"Human",2,"Urban",2014-08-12,0,"Human",2014,8,116
422,2,1,5,3,2,5,5,"Human",3,"Urban",2014-08-06,0,"Human",2014,8,116
51,7,17,2,15,23,3,12,"Human",NA,NA,2014-07-31,0,"Human",2014,7,115
53,2,1,21,3,2,1,5,"Human",-2,"Rural",2014-07-23,0,"Human",2014,7,115
50,2,1,12,3,2,1,5,"Human",3,"Urban",2014-07-23,0,"Human",2014,7,115
474,2,4,1,2,2,1,5,"Human",2,"Urban",2014-07-22,0,"Human",2014,7,115
2076,7,17,5,2,86,232,1,"Human",3,"Urban",2014-07-20,0,"Human",2014,7,115
583,4,7,10,4,42,51,1,"Human",2,"Urban",2014-07-17,0,"Human",2014,7,115
50,2,1,12,3,2,1,5,"Human",1,"Urban",2014-07-17,0,"Human",2014,7,115
38,2,4,2,2,6,1,5,"Human",2,"Urban",2014-07-14,0,"Human",2014,7,115
2345,2,4,5,2,2,5,5,"Human",NA,NA,2014-07-10,0,"Human",2014,7,115
10050,2,23,21,3,2,1,5,"Human",-1,"Rural",2014-07-10,0,"Human",2014,7,115
422,2,1,5,3,2,5,5,"Human",3,"Urban",2014-07-09,0,"Human",2014,7,115
50,2,1,12,3,2,1,5,"Human",NA,NA,2014-07-01,0,"Human",2014,7,115
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-08-29,0,"Human",2006,8,20
61,1,4,2,2,6,3,17,"Human",0,"Urban",2014-06-29,0,"Human",2014,6,114
50,2,1,12,3,2,1,5,"Human",0,"Urban",2014-06-18,0,"Human",2014,6,114
50,2,1,12,3,2,1,5,"Human",-1,"Rural",2014-06-04,0,"Human",2014,6,114
257,9,2,4,62,4,5,6,"Human",2,"Urban",2014-06-04,0,"Human",2014,6,114
436,7,21,5,62,4,61,44,"Human",1,"Urban",2014-06-05,0,"Human",2014,6,114
2026,10,1,16,19,10,5,7,"Human",1,"Urban",2014-06-04,0,"Human",2014,6,114
2345,2,4,5,2,2,5,5,"Human",NA,NA,2014-06-03,0,"Human",2014,6,114
422,2,1,5,3,2,5,5,"Human",NA,NA,2014-06-08,0,"Human",2014,6,114
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-08-29,0,"Human",2006,8,20
2350,2,4,1,2,2,5,5,"Human",2,"Urban",2014-06-04,0,"Human",2014,6,114
50,2,1,12,3,2,1,5,"Human",1,"Urban",2014-05-29,0,"Human",2014,5,113
53,2,1,21,3,2,1,5,"Human",3,"Urban",2014-05-27,0,"Human",2014,5,113
61,1,4,2,2,6,3,17,"Human",1,"Urban",2014-05-20,0,"Human",2014,5,113
45,4,7,10,4,1,7,1,"Human",NA,NA,2014-05-12,0,"Human",2014,5,113
42,1,2,3,4,5,9,3,"Human",0,"Urban",2014-05-04,0,"Human",2014,5,113
61,1,4,2,2,6,3,17,"Human",1,"Urban",2014-04-15,0,"Human",2014,4,112
61,1,4,2,2,6,3,17,"Human",-3,"Rural",2014-04-14,0,"Human",2014,4,112
50,2,1,12,3,2,1,5,"Human",-2,"Rural",2014-04-08,0,"Human",2014,4,112
42,1,2,3,4,5,9,3,"Human",2,"Urban",2014-03-18,0,"Human",2014,3,111
48,2,4,1,2,7,1,5,"Human",1,"Urban",2014-03-21,0,"Human",2014,3,111
991,37,52,57,26,107,29,23,"Human",3,"Urban",2014-03-26,0,"Human",2014,3,111
50,2,1,12,3,2,1,5,"Human",-2,"Rural",2014-03-21,0,"Human",2014,3,111
190,2,1,5,3,2,3,5,"Human",3,"Urban",2014-03-18,0,"Human",2014,3,111
704,2,29,4,27,10,25,57,"Human",3,"Urban",2014-03-25,0,"Human",2014,3,111
520,2,1,12,88,2,1,5,"Human",3,"Urban",2014-03-25,0,"Human",2014,3,111
50,2,1,12,3,2,1,5,"Human",2,"Urban",2014-03-19,0,"Human",2014,3,111
61,1,4,2,2,6,3,17,"Human",3,"Urban",2014-03-10,0,"Human",2014,3,111
354,8,10,2,2,11,12,6,"Human",NA,NA,2006-08-29,0,"Human",2006,8,20
2026,10,1,16,19,10,5,7,"Human",2,"Urban",2014-03-11,0,"Human",2014,3,111
2026,10,1,16,19,10,5,7,"Human",2,"Urban",2014-03-11,0,"Human",2014,3,111
257,9,2,4,62,4,5,6,"Human",-2,"Rural",2014-03-14,0,"Human",2014,3,111
436,7,21,5,62,4,61,44,"Human",1,"Urban",2014-03-12,0,"Human",2014,3,111
50,2,1,12,3,2,1,5,"Human",1,"Urban",2014-03-05,0,"Human",2014,3,111
2345,2,4,5,2,2,5,5,"Human",3,"Urban",2014-03-05,0,"Human",2014,3,111
520,2,1,12,88,2,1,5,"Human",3,"Urban",2014-02-25,0,"Human",2014,2,110
354,8,10,2,2,11,12,6,"Human",3,"Urban",2014-02-26,0,"Human",2014,2,110
42,1,2,3,4,5,9,3,"Human",3,"Urban",2014-02-28,0,"Human",2014,2,110
3711,1,2,4,62,4,5,17,"Human",2,"Urban",2014-03-01,0,"Human",2014,3,111
538,4,7,10,4,42,25,1,"Human",1,"Urban",2014-02-20,0,"Human",2014,2,110
3717,2,1,21,3,62,1,5,"Human",3,"Urban",2014-02-17,0,"Human",2014,2,110
2345,2,4,5,2,2,5,5,"Human",2,"Urban",2014-02-17,0,"Human",2014,2,110
3072,33,39,30,82,104,173,68,"Human",3,"Urban",2014-02-20,0,"Human",2014,2,110
2345,2,4,5,2,2,5,5,"Human",2,"Urban",2014-02-19,0,"Human",2014,2,110
53,2,1,21,3,2,1,5,"Human",3,"Urban",2014-02-18,0,"Human",2014,2,110
520,2,1,12,88,2,1,5,"Human",3,"Urban",2014-02-13,0,"Human",2014,2,110
45,4,7,10,4,1,7,1,"Human",1,"Urban",2014-02-10,0,"Human",2014,2,110
50,2,1,12,3,2,1,5,"Human",3,"Urban",2014-02-04,0,"Human",2014,2,110
583,4,7,10,4,42,51,1,"Human",2,"Urban",2014-02-03,0,"Human",2014,2,110
61,1,4,2,2,6,3,17,"Human",1,"Urban",2014-02-04,0,"Human",2014,2,110
520,2,1,12,88,2,1,5,"Human",1,"Urban",2014-02-09,0,"Human",2014,2,110
50,2,1,12,3,2,1,5,"Human",3,"Urban",2014-01-31,0,"Human",2014,1,109
10026,1,4,3,2,6,3,17,"Human",3,"Urban",2014-01-29,0,"Human",2014,1,109
50,2,1,12,3,2,1,5,"Human",0,"Urban",2014-01-29,0,"Human",2014,1,109
45,4,7,10,4,1,7,1,"Human",3,"Urban",2014-01-28,0,"Human",2014,1,109
21,2,1,1,3,2,1,5,"Human",-1,"Rural",2014-01-30,0,"Human",2014,1,109
53,2,1,21,3,2,1,5,"Human",1,"Urban",2014-01-12,0,"Human",2014,1,109
45,4,7,10,4,1,7,1,"Human",3,"Urban",2014-01-06,0,"Human",2014,1,109
474,2,4,1,2,2,1,5,"Human",-2,"Rural",2014-01-06,0,"Human",2014,1,109
50,2,1,12,3,2,1,5,"Human",-1,"Rural",2014-01-11,0,"Human",2014,1,109
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-08-22,0,"Human",2006,8,20
45,4,7,10,4,1,7,1,"Human",1,"Urban",2014-01-06,0,"Human",2014,1,109
53,2,1,21,3,2,1,5,"Human",3,"Urban",2014-01-10,0,"Human",2014,1,109
3676,1,307,3,4,5,9,3,"Human",0,"Urban",2014-01-07,0,"Human",2014,1,109
583,4,7,10,4,42,51,1,"Human",-2,"Rural",2013-12-30,0,"Human",2013,12,108
50,2,1,12,3,2,1,5,"Human",3,"Urban",2013-12-31,0,"Human",2013,12,108
2212,4,7,10,4,42,5,1,"Human",3,"Urban",2013-12-19,0,"Human",2013,12,108
3538,47,2,4,2,6,5,17,"Human",1,"Urban",2013-12-17,0,"Human",2013,12,108
474,2,4,1,2,2,1,5,"Human",-3,"Rural",2013-12-12,0,"Human",2013,12,108
50,2,1,12,3,2,1,5,"Human",-3,"Rural",2013-12-09,0,"Human",2013,12,108
2535,10,2,107,62,120,76,1,"Human",1,"Urban",2013-12-11,0,"Human",2013,12,108
583,4,7,10,4,42,51,1,"Human",3,"Urban",2013-12-10,0,"Human",2013,12,108
38,2,4,2,2,6,1,5,"Human",2,"Urban",2013-12-10,0,"Human",2013,12,108
38,2,4,2,2,6,1,5,"Human",NA,NA,2006-08-22,0,"Human",2006,8,20
4492,1,14,2,2,6,1,17,"Human",2,"Urban",2013-12-09,0,"Human",2013,12,108
21,2,1,1,3,2,1,5,"Human",-2,"Rural",2013-12-10,0,"Human",2013,12,108
45,4,7,10,4,1,7,1,"Human",1,"Urban",2013-12-09,0,"Human",2013,12,108
257,9,2,4,62,4,5,6,"Human",3,"Urban",2013-12-10,0,"Human",2013,12,108
583,4,7,10,4,42,51,1,"Human",-1,"Rural",2013-12-13,0,"Human",2013,12,108
677,10,81,50,99,120,76,52,"Human",3,"Urban",2013-12-01,0,"Human",2013,12,108
45,4,7,10,4,1,7,1,"Human",3,"Urban",2013-12-03,0,"Human",2013,12,108
45,4,7,10,4,1,7,1,"Human",0,"Urban",2013-12-03,0,"Human",2013,12,108
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-08-22,0,"Human",2006,8,20
677,10,81,50,99,120,76,52,"Human",1,"Urban",2013-12-03,0,"Human",2013,12,108
45,4,7,10,4,1,7,1,"Human",1,"Urban",2013-12-06,0,"Human",2013,12,108
854,33,38,30,82,104,43,17,"Human",2,"Urban",2013-12-05,0,"Human",2013,12,108
354,8,10,2,2,11,12,6,"Human",3,"Urban",2013-12-06,0,"Human",2013,12,108
583,4,7,10,4,42,51,1,"Human",3,"Urban",2013-12-05,0,"Human",2013,12,108
583,4,7,10,4,42,51,1,"Human",3,"Urban",2013-12-03,0,"Human",2013,12,108
583,4,7,10,4,42,51,1,"Human",3,"Urban",2013-12-02,0,"Human",2013,12,108
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-08-15,0,"Human",2006,8,20
677,10,81,50,99,120,76,52,"Human",3,"Urban",2013-12-04,0,"Human",2013,12,108
45,4,7,10,4,1,7,1,"Human",3,"Urban",2013-12-03,0,"Human",2013,12,108
583,4,7,10,4,42,51,1,"Human",2,"Urban",2013-12-03,0,"Human",2013,12,108
45,4,7,10,4,1,7,1,"Human",2,"Urban",2013-12-07,0,"Human",2013,12,108
677,10,81,50,99,120,76,52,"Human",3,"Urban",2013-11-26,0,"Human",2013,11,107
403,10,27,16,19,10,5,7,"Human",3,"Urban",2013-11-26,0,"Human",2013,11,107
45,4,7,10,4,1,7,1,"Human",1,"Urban",2013-11-25,0,"Human",2013,11,107
137,4,7,10,4,42,7,1,"Human",2,"Urban",2013-11-25,0,"Human",2013,11,107
48,2,4,1,2,7,1,5,"Human",3,"Urban",2013-11-30,0,"Human",2013,11,107
45,4,7,10,4,1,7,1,"Human",3,"Urban",2013-11-26,0,"Human",2013,11,107
538,4,7,10,4,42,25,1,"Human",3,"Urban",2013-11-18,0,"Human",2013,11,107
538,4,7,10,4,42,25,1,"Human",3,"Urban",2013-11-19,0,"Human",2013,11,107
61,1,4,2,2,6,3,17,"Human",-2,"Rural",2013-11-22,0,"Human",2013,11,107
538,4,7,10,4,42,25,1,"Human",3,"Urban",2013-11-18,0,"Human",2013,11,107
38,2,4,2,2,6,1,5,"Human",NA,NA,2006-08-15,0,"Human",2006,8,20
1590,33,39,65,79,104,43,17,"Human",1,"Urban",2013-11-20,0,"Human",2013,11,107
45,4,7,10,4,1,7,1,"Human",2,"Urban",2013-11-20,0,"Human",2013,11,107
2026,10,1,16,19,10,5,7,"Human",3,"Urban",2013-11-21,0,"Human",2013,11,107
10086,4,596,10,4,1,7,1,"Human",3,"Urban",2013-11-12,0,"Human",2013,11,107
61,1,4,2,2,6,3,17,"Human",2,"Urban",2013-11-13,0,"Human",2013,11,107
190,2,1,5,3,2,3,5,"Human",0,"Urban",2013-11-12,0,"Human",2013,11,107
45,4,7,10,4,1,7,1,"Human",NA,NA,2013-11-15,0,"Human",2013,11,107
48,2,4,1,2,7,1,5,"Human",3,"Urban",2013-11-13,0,"Human",2013,11,107
42,1,2,3,4,5,9,3,"Human",-2,"Rural",2013-11-11,0,"Human",2013,11,107
42,1,2,3,4,5,9,3,"Human",NA,NA,2006-08-15,0,"Human",2006,8,20
45,4,7,10,4,1,7,1,"Human",2,"Urban",2013-11-06,0,"Human",2013,11,107
677,10,81,50,99,120,76,52,"Human",3,"Urban",2013-11-03,0,"Human",2013,11,107
436,7,21,5,62,4,61,44,"Human",-2,"Rural",2013-11-07,0,"Human",2013,11,107
45,4,7,10,4,1,7,1,"Human",NA,NA,2013-10-29,0,"Human",2013,10,106
21,2,1,1,3,2,1,5,"Human",-1,"Rural",2013-11-01,0,"Human",2013,11,107
48,2,4,1,2,7,1,5,"Human",3,"Urban",2013-10-29,0,"Human",2013,10,106
53,2,1,21,3,2,1,5,"Human",3,"Urban",2013-10-16,0,"Human",2013,10,106
